lmb(nm),U01(V),U02(V),U03(V),U04(V),U05(V),U06(V),U07(V),U08(V),U09(V),U010(V),U0med(V),frv(1e12 Hz)
436,1.503,1.402,1.508,1.439,1.458,1.407,1.48,1.57,1.336,1.49,1.381,
