lmb(nm),U01(V),U02(V),U03(V),U04(V),U05(V),U06(V),U07(V),U08(V),U09(V),U010(V),U0med(V),frv(1e12 Hz)
546,1.052,1.216,0.928,1.2,0.99,1.513,1.013,0.987,0.940,0.101,1.080,
