lmb(nm),U01(V),U02(V),U03(V),U04(V),U05(V),U06(V),U07(V),U08(V),U09(V),U010(V),U0med(V),frv(1e12 Hz)
578,0.858,0.772,0.998,0.897,0.789,1.064,0.963,0.759,0.93,1.173,1.239,
