lmb(nm),U01(V),U02(V),U03(V),U04(V),U05(V),U06(V),U07(V),U08(V),U09(V),U010(V),U0med(V),frv(1e12 Hz)
366,1.414,1.6,1.496,1.56,1.658,1.784,1.374,1.73,1.439,1.726,1.774,
