lmb(nm),U01(V),U02(V),U03(V),U04(V),U05(V),U06(V),U07(V),U08(V),U09(V),U010(V),U0med(V),frv(1e12 Hz)
405,1.575,1.530,1.644,1.827,1.57,1.569,1.522,1.827,1.644,1.693,1.624,
